1,4090550,,,,,,,,,,,,,,
2,4088103.5,,,,,,,,,,,,,,
3,4059858.5,,,,,,,,,,,,,Processor's number,Performance
4,4175547.5,,,,,,,,,,,,,4,1415.03
5,3965534.75,,,,,,,,,,,,,6,1944.65
6,3970781.75,,,,,,,,,,,,,8,2612.11
7,3991650.25,,,,,,,,,,,,,16,4553.32
8,3848619.5,,,,,,,,,,,,,32,6362.71
9,3646244.5,,,,,,,,,,,,,,
10,3546146,,,,,,,,,,,,,,
11,3411595.5,,,,,,,,,,,,,,
12,3425826.5,,,,,,,,,,,,,,
13,3177027.75,,,,,,,,,,,,,,
14,2888770.25,,,,,,,,,,,,,,
15,2895263.5,,,,,,,,,,,,,,
16,2682362,,,,,,,,,,,,,,
17,2395849.75,,,,,,,,,,,,,,
18,2246591.25,,,,,,,,,,,,,,
19,2065781.5,,,,,,,,,,,,,,
20,1822705.25,,,,,,,,,,,,,,
21,1527514.62,,,,,,,,,,,,,,
22,1497145,,,,,,,,,,,,,,
23,1409602.5,,,,,,,,,,,,,,
24,1119632.62,,,,,,,,,,,,,,
25,801627.5,,,,,,,,,,,,,,
26,660562.31,,,,,,,,,,,,,,
27,423644.12,,,,,,,,,,,,,,
28,215274,,,,,,,,,,,,,,
29,-58158.34,,,,,,,,,,,,,,
30,-325295.94,,,,,,,,,,,,,,
31,-585580.31,,,,,,,,,,,,,,
32,-688644.69,,,,,,,,,,,,,,
33,-1024262.25,,,,,,,,,,,,,,
34,-1188320.62,,,,,,,,,,,,,,
35,-1421308.12,,,,,,,,,,,,,,
36,-1514069,,,,,,,,,,,,,,
37,-1808269.25,,,,,,,,,,,,,,
38,-2074615.38,,,,,,,,,,,,,,
39,-2490416.25,,,,,,,,,,,,,,
40,-2423210.5,,,,,,,,,,,,,,
41,-2634736.75,,,,,,,,,,,,,,
42,-2767193.5,,,,,,,,,,,,,,
43,-3068227.75,,,,,,,,,,,,,,
44,-3241917.75,,,,,,,,,,,,,,
45,-3370499,,,,,,,,,,,,,,
46,-3310777,,,,,,,,,,,,,,
47,-3415601,,,,,,,,,,,,,,
48,-3758019.5,,,,,,,,,,,,,,
49,-3889177.5,,,,,,,,,,,,,,
50,-3812841.25,,,,,,,,,,,,,,
51,-3814360.5,,,,,,,,,,,,,,
52,-4014321.25,,,,,,,,,,,,,,
53,-4057727.5,,,,,,,,,,,,,,
54,-4205659,,,,,,,,,,,,,,
55,-4020899,,,,,,,,,,,,,,
56,-4130302.25,,,,,,,,,,,,,,
57,-4209092.5,,,,,,,,,,,,,,
58,-4150882.5,,,,,,,,,,,,,,
59,-4220522,,,,,,,,,,,,,,
60,-4177064.75,,,,,,,,,,,,,,
61,-4264228.5,,,,,,,,,,,,,,
62,-4145637.75,,,,,,,,,,,,,,
63,-4047936,,,,,,,,,,,,,,
64,-3978183.25,,,,,,,,,,,,,,
65,-3652666.5,,,,,,,,,,,,,,
66,-3725655,,,,,,,,,,,,,,
67,-3464973.25,,,,,,,,,,,,,,
68,-3560968.5,,,,,,,,,,,,,,
69,-3268768.75,,,,,,,,,,,,,,
70,-3141803.25,,,,,,,,,,,,,,
71,-3067933.25,,,,,,,,,,,,,,
72,-2879295.5,,,,,,,,,,,,,,
73,-2713702,,,,,,,,,,,,,,
74,-2601552,,,,,,,,,,,,,,
75,-2590877.25,,,,,,,,,,,,,,
76,-2220980.5,,,,,,,,,,,,,,
77,-1981944.62,,,,,,,,,,,,,,
78,-1700146.12,,,,,,,,,,,,,,
79,-1564663.62,,,,,,,,,,,,,,
80,-1411108.88,,,,,,,,,,,,,,
81,-1103203.75,,,,,,,,,,,,,,
82,-1030506.06,,,,,,,,,,,,,,
83,-829908.81,,,,,,,,,,,,,,
84,-391773.97,,,,,,,,,,,,,,
85,-341667.34,,,,,,,,,,,,,,
86,-75185.17,,,,,,,,,,,,,,
87,127119.29,,,,,,,,,,,,,,
88,269137.78,,,,,,,,,,,,,,
89,821945.25,,,,,,,,,,,,,,
90,872543.25,,,,,,,,,,,,,,
91,1096202.75,,,,,,,,,,,,,,
92,1401926.5,,,,,,,,,,,,,,
93,1583722.62,,,,,,,,,,,,,,
94,1827221,,,,,,,,,,,,,,
95,2032908.88,,,,,,,,,,,,,,
96,2027185.75,,,,,,,,,,,,,,
97,2343861,,,,,,,,,,,,,,
98,2443443.75,,,,,,,,,,,,,,
99,2722324.75,,,,,,,,,,,,,,
100,2827342,,,,,,,,,,,,,,
101,3161144,,,,,,,,,,,,,,
102,3261722.5,,,,,,,,,,,,,,
